OrderID,LineID,ItemCode,ItemCategory,Quantity,UnitPrice,RequestedDate,LineAmount
500028,2,SKU-2411,Consumables,47,28.93,2025-04-13,1359.71
500028,3,SKU-1420,Software,9,60.07,2025-05-01,540.63
500028,4,SKU-3110,Software,159,46.02,2025-04-14,7317.18
500029,1,SKU-3587,Services,80,43.0,2025-03-29,3440.0
500029,2,SKU-9888,Software,208,26.79,2025-04-18,5572.32
500029,3,SKU-3878,Consumables,173,52.47,2025-04-10,9077.31
500030,1,SKU-7594,Equipment,119,24.91,2025-01-19,2964.29
500030,2,SKU-7309,Consumables,51,27.25,2025-01-17,1389.75
500031,1,SKU-4934,Services,146,57.0,2024-04-21,8322.0
500031,2,SKU-9671,Hardware,108,151.77,2024-04-24,16391.16
500032,1,SKU-9777,Hardware,160,45.11,2024-02-18,7217.6
500032,2,SKU-5184,Hardware,146,87.32,2024-02-25,12748.72
500032,3,SKU-6379,Software,161,89.61,2024-01-26,14427.21
500033,1,SKU-9818,Hardware,226,46.15,2024-11-17,10429.9
500033,2,SKU-7905,Software,30,35.14,2024-10-28,1054.2
500033,3,SKU-1907,Consumables,208,80.41,2024-11-07,16725.28
500034,1,SKU-7087,Hardware,196,72.98,2025-02-06,14304.08
500034,2,SKU-8485,Software,93,96.3,2025-02-10,8955.9
500035,1,SKU-5982,Consumables,172,55.34,2025-12-17,9518.480000000001
500035,2,SKU-6153,Hardware,87,29.49,2026-01-16,2565.6299999999997
500035,3,SKU-9693,Consumables,230,53.95,2025-12-18,12408.5
500035,4,SKU-6939,Services,108,46.49,2026-01-06,5020.92
500036,1,SKU-5999,Hardware,75,46.0,2025-04-27,3450.0
500036,2,SKU-8054,Software,165,40.41,2025-04-24,6667.65
500036,3,SKU-5635,Services,15,93.44,2025-04-21,1401.6
500036,4,SKU-7721,Software,146,17.54,2025-05-23,2560.8399999999997
500037,1,SKU-3273,Hardware,39,72.5,2025-03-06,2827.5
500038,1,SKU-1847,Software,169,148.03,2024-03-11,25017.07
500038,2,SKU-3501,Software,62,86.18,2024-03-11,5343.160000000001
500038,3,SKU-3560,Software,101,64.26,2024-04-14,6490.26
500038,4,SKU-7520,Services,223,92.2,2024-04-13,20560.600000000002
500039,1,SKU-4802,Hardware,212,77.0,2024-07-09,16324.0
500039,2,SKU-8975,Consumables,179,58.76,2024-07-12,10518.039999999999
500039,3,SKU-8146,Consumables,241,77.96,2024-06-24,18788.359999999997
500039,4,SKU-8383,Services,230,30.38,2024-06-30,6987.4
500040,1,SKU-6428,Services,149,51.91,2024-05-29,7734.589999999999
500040,2,SKU-3438,Equipment,250,137.68,2024-04-21,34420.0
500041,1,SKU-7109,Equipment,91,67.63,2024-05-20,6154.33
500042,1,SKU-3017,Hardware,171,72.02,2024-09-07,12315.42
500043,1,SKU-7557,Services,24,84.93,2025-01-02,2038.3200000000002
500043,2,SKU-8333,Consumables,87,77.23,2025-01-11,6719.01
500043,3,SKU-9831,Equipment,170,70.54,2025-01-02,11991.800000000001
500043,4,SKU-6052,Equipment,219,93.45,2025-02-01,20465.55
500044,1,SKU-2233,Equipment,129,94.61,2024-05-18,12204.69
500044,2,SKU-6661,Services,110,46.63,2024-05-12,5129.3
500044,3,SKU-7922,Services,187,31.52,2024-05-13,5894.24
500045,1,SKU-4936,Software,250,57.35,2024-12-07,14337.5
500045,2,SKU-7575,Hardware,61,38.82,2024-12-13,2368.02
500046,1,SKU-9653,Hardware,78,46.34,2024-10-08,3614.5200000000004
500046,2,SKU-7383,Services,112,28.18,2024-10-24,3156.16
500046,3,SKU-3783,Services,157,140.93,2024-10-24,22126.010000000002
500047,1,SKU-7574,Consumables,121,62.35,2024-09-03,7544.35
500047,2,SKU-6287,Equipment,15,51.0,2024-08-11,765.0
500047,3,SKU-9001,Hardware,52,61.68,2024-09-06,3207.36
500047,4,SKU-5442,Software,227,96.28,2024-08-16,21855.56
500048,1,SKU-6386,Hardware,193,31.96,2024-03-13,6168.28
500048,2,SKU-6722,Consumables,6,44.13,2024-03-12,264.78000000000003
500048,3,SKU-6538,Hardware,104,38.13,2024-03-13,3965.5200000000004
500049,1,SKU-3329,Consumables,237,68.24,2026-01-10,16172.88
500049,2,SKU-2032,Services,50,92.42,2025-12-21,4621.0
500049,3,SKU-4600,Consumables,123,27.05,2026-01-23,3327.15
500050,1,SKU-7702,Software,5,47.28,2025-01-29,236.4
500051,1,SKU-9764,Consumables,249,49.81,2025-06-26,12402.69
500051,2,SKU-5321,Services,11,44.07,2025-06-09,484.77
500051,3,SKU-2194,Consumables,183,57.2,2025-07-10,10467.6
500052,1,SKU-1301,Consumables,229,66.13,2024-10-15,15143.769999999999
500052,2,SKU-5838,Hardware,93,69.5,2024-10-05,6463.5
500052,3,SKU-1808,Consumables,70,17.53,2024-09-10,1227.1000000000001
500052,4,SKU-9668,Software,153,67.7,2024-09-12,10358.1
500053,1,SKU-2171,Consumables,29,120.65,2025-07-03,3498.8500000000004
500053,2,SKU-2606,Consumables,141,34.4,2025-06-11,4850.4
500053,3,SKU-8362,Equipment,41,61.39,2025-05-30,2516.9900000000002
500053,4,SKU-9724,Software,208,66.29,2025-06-10,13788.320000000002
500054,1,SKU-8770,Consumables,244,77.54,2025-06-07,18919.760000000002
500054,2,SKU-4262,Equipment,176,57.72,2025-05-21,10158.72
500054,3,SKU-9799,Services,26,51.68,2025-05-06,1343.68
500055,1,SKU-4032,Consumables,42,28.0,2025-01-22,1176.0
500056,1,SKU-8029,Consumables,110,63.27,2024-09-26,6959.700000000001
500056,2,SKU-9925,Hardware,54,50.57,2024-08-20,2730.78
500056,3,SKU-8256,Consumables,38,26.32,2024-08-28,1000.16
500056,4,SKU-1085,Software,211,36.22,2024-09-26,7642.42
500057,1,SKU-1303,Consumables,158,48.17,2025-01-10,7610.860000000001
500058,1,SKU-4959,Software,115,67.13,2024-01-25,7719.95
500059,1,SKU-4760,Hardware,120,49.63,2025-11-27,5955.6
500060,1,SKU-8195,Hardware,63,20.9,2025-05-25,1316.6999999999998
500061,1,SKU-8785,Consumables,88,44.16,2024-05-02,3886.08
500062,1,SKU-3580,Equipment,208,34.34,2024-04-28,7142.720000000001
500062,2,SKU-4020,Equipment,87,54.0,2024-04-27,4698.0
500063,1,SKU-9094,Equipment,178,72.53,2024-02-11,12910.34
500064,1,SKU-3102,Consumables,23,32.71,2025-10-10,752.33
500065,1,SKU-8741,Equipment,161,47.02,2024-07-11,7570.22
500066,1,SKU-7935,Services,180,54.3,2024-01-30,9774.0
500066,2,SKU-5715,Equipment,132,38.7,2024-02-02,5108.400000000001
500066,3,SKU-3617,Services,145,112.46,2024-01-28,16306.699999999999
500066,4,SKU-4879,Software,89,118.32,2024-02-14,10530.48
500067,1,SKU-9103,Services,119,39.72,2025-04-21,4726.68
500067,2,SKU-4331,Software,116,60.99,2025-04-30,7074.84
500068,1,SKU-2164,Hardware,93,31.64,2024-09-02,2942.52
500068,2,SKU-3953,Equipment,83,65.16,2024-08-19,5408.28
500069,1,SKU-7605,Hardware,166,79.68,2025-01-04,13226.880000000001
500069,2,SKU-9541,Hardware,23,40.18,2025-01-12,924.14
500069,3,SKU-9617,Hardware,115,92.44,2024-12-18,10630.6
500069,4,SKU-6637,Software,245,15.8,2024-12-14,3871.0
500070,1,SKU-4157,Consumables,88,92.32,2024-03-23,8124.16
500070,2,SKU-1065,Software,143,44.02,2024-03-26,6294.860000000001
500070,3,SKU-9201,Consumables,246,30.05,2024-03-25,7392.3
500070,4,SKU-1225,Consumables,19,80.92,2024-03-12,1537.48
500071,1,SKU-7899,Services,11,62.74,2025-07-14,690.14
500072,1,SKU-8396,Services,96,98.77,2024-06-12,9481.92
500072,2,SKU-3583,Hardware,41,29.46,2024-07-18,1207.8600000000001
500072,3,SKU-5376,Consumables,217,52.67,2024-07-10,11429.390000000001
500072,4,SKU-1324,Equipment,201,53.75,2024-07-15,10803.75
500073,1,SKU-2107,Hardware,92,56.04,2024-08-04,5155.68
500073,2,SKU-1069,Equipment,202,45.98,2024-07-17,9287.96
500073,3,SKU-8857,Hardware,139,44.44,2024-08-08,6177.16
500074,1,SKU-1219,Consumables,207,91.46,2024-06-07,18932.219999999998
500075,1,SKU-4843,Services,28,40.44,2025-09-02,1132.32
500075,2,SKU-6323,Hardware,106,46.34,2025-08-13,4912.04
500075,3,SKU-7799,Services,160,73.0,2025-07-30,11680.0
500075,4,SKU-3709,Services,182,75.85,2025-09-04,13804.699999999999
500076,1,SKU-4707,Software,26,82.09,2025-07-15,2134.34
500077,1,SKU-1988,Equipment,88,47.15,2024-03-27,4149.2
500077,2,SKU-9198,Software,93,22.15,2024-04-02,2059.95
500078,1,SKU-1116,Services,55,72.87,2024-05-06,4007.8500000000004
500078,2,SKU-7773,Consumables,201,99.66,2024-04-29,20031.66
500078,3,SKU-6067,Software,57,52.73,2024-05-15,3005.6099999999997
500078,4,SKU-4762,Equipment,15,66.74,2024-05-08,1001.0999999999999
500079,1,SKU-2258,Equipment,243,98.08,2024-04-17,23833.44
500079,2,SKU-6100,Hardware,28,72.12,2024-03-18,2019.3600000000001
500079,3,SKU-1798,Equipment,143,41.99,2024-03-19,6004.570000000001
500079,4,SKU-1525,Services,226,49.97,2024-03-17,11293.22
500080,1,SKU-9671,Services,14,73.65,2025-09-27,1031.1000000000001
500080,2,SKU-7467,Equipment,63,23.72,2025-10-25,1494.36
500081,1,SKU-6562,Software,73,44.11,2025-05-07,3220.0299999999997
500081,2,SKU-8350,Software,166,41.93,2025-05-14,6960.38
500082,1,SKU-5952,Hardware,135,112.46,2024-10-16,15182.099999999999
500082,2,SKU-8893,Software,60,88.61,2024-10-21,5316.6
500082,3,SKU-7002,Services,82,81.65,2024-10-23,6695.3
500083,1,SKU-2204,Software,192,94.95,2024-09-05,18230.4
500084,1,SKU-3637,Hardware,61,77.74,2025-02-20,4742.139999999999
500085,1,SKU-5242,Services,46,26.85,2025-03-21,1235.1000000000001
500085,2,SKU-8924,Software,98,66.93,2025-04-14,6559.14
500085,3,SKU-6312,Software,5,69.13,2025-04-06,345.65
500085,4,SKU-6896,Consumables,39,41.09,2025-04-16,1602.5100000000002
500086,1,SKU-9277,Hardware,87,54.44,2024-05-21,4736.28
500086,2,SKU-9075,Services,219,63.12,2024-05-31,13823.279999999999
500086,3,SKU-2314,Software,174,63.54,2024-05-12,11055.96
500087,1,SKU-3224,Equipment,122,80.51,2024-06-15,9822.220000000001
500087,2,SKU-2922,Equipment,36,37.92,2024-07-04,1365.1200000000001
500087,3,SKU-9867,Software,6,71.57,2024-06-22,429.41999999999996
500087,4,SKU-7192,Services,177,79.37,2024-06-14,14048.490000000002
500088,1,SKU-5871,Software,173,40.87,2024-04-14,7070.509999999999
500089,1,SKU-8279,Software,231,70.48,2024-06-28,16280.880000000001
500090,1,SKU-7249,Services,34,48.33,2025-01-01,1643.22
500090,2,SKU-7637,Consumables,76,75.31,2025-01-01,5723.56
500090,3,SKU-4828,Equipment,151,37.95,2024-12-27,5730.450000000001
500091,1,SKU-7958,Hardware,102,37.05,2024-05-07,3779.1
500091,2,SKU-3666,Software,208,25.49,2024-05-14,5301.92
500091,3,SKU-3327,Software,39,75.84,2024-04-28,2957.76
500092,1,SKU-4388,Software,131,70.71,2025-08-31,9263.009999999998
500092,2,SKU-7401,Software,66,120.97,2025-08-08,7984.0199999999995
500093,1,SKU-2437,Consumables,125,27.17,2025-02-26,3396.25
500094,1,SKU-1292,Services,21,72.17,2025-07-22,1515.57
500094,2,SKU-2316,Services,11,39.39,2025-06-21,433.29
500095,1,SKU-7898,Software,202,35.89,2024-04-26,7249.78
500096,1,SKU-7933,Services,100,41.94,2024-11-04,4194.0
500096,2,SKU-9825,Software,148,53.0,2024-11-13,7844.0
500096,3,SKU-4353,Consumables,237,63.19,2024-10-12,14976.029999999999
500097,1,SKU-8201,Equipment,47,34.96,2025-04-03,1643.1200000000001
500097,2,SKU-8690,Equipment,237,82.32,2025-03-12,19509.84
500098,1,SKU-7994,Equipment,193,40.93,2025-06-01,7899.49
500098,2,SKU-8161,Consumables,110,54.79,2025-06-14,6026.9
500099,1,SKU-8324,Hardware,186,52.19,2024-04-06,9707.34
500099,2,SKU-1424,Services,132,24.26,2024-03-28,3202.32
500099,3,SKU-9723,Software,172,43.71,2024-04-05,7518.12
500100,1,SKU-8929,Equipment,81,61.42,2024-10-15,4975.02
500100,2,SKU-8198,Software,24,97.9,2024-10-13,2349.6000000000004
500100,3,SKU-9193,Equipment,118,77.17,2024-10-31,9106.06
500101,1,SKU-3188,Equipment,140,99.6,2025-10-12,13944.0
500101,2,SKU-2409,Services,122,47.53,2025-09-22,5798.66
500101,3,SKU-6763,Software,98,42.61,2025-10-09,4175.78
500102,1,SKU-1085,Equipment,87,100.44,2025-05-12,8738.28
500102,2,SKU-7043,Software,43,60.42,2025-04-24,2598.06
500102,3,SKU-7313,Consumables,62,32.02,2025-05-11,1985.2400000000002
500103,1,SKU-9509,Services,149,36.54,2024-11-05,5444.46
500103,2,SKU-4863,Services,15,71.75,2024-11-14,1076.25
500104,1,SKU-9754,Software,181,74.28,2026-01-05,13444.68
500104,2,SKU-6051,Hardware,154,45.25,2026-02-08,6968.5
500104,3,SKU-5647,Equipment,100,83.99,2026-01-29,8399.0
500105,1,SKU-4308,Consumables,240,42.98,2024-03-31,10315.199999999999
500105,2,SKU-4647,Software,75,115.85,2024-04-01,8688.75
500105,3,SKU-8977,Software,129,51.52,2024-03-16,6646.080000000001
500105,4,SKU-4446,Hardware,195,59.26,2024-04-03,11555.699999999999
500106,1,SKU-9282,Equipment,208,133.7,2025-07-08,27809.6
500106,2,SKU-2921,Hardware,205,47.14,2025-07-20,9663.7
500106,3,SKU-9064,Consumables,201,42.71,2025-07-10,8584.710000000001
500106,4,SKU-2285,Equipment,213,48.74,2025-07-18,10381.62
500107,1,SKU-9134,Software,99,45.23,2025-06-19,4477.7699999999995
500107,2,SKU-4300,Software,37,43.58,2025-06-06,1612.46
500107,3,SKU-3471,Services,151,50.42,2025-07-04,7613.42
500107,4,SKU-8677,Consumables,62,49.63,2025-07-03,3077.06
500108,1,SKU-4841,Consumables,32,38.6,2024-02-20,1235.2
500109,1,SKU-1824,Consumables,225,38.89,2025-06-14,8750.25
500109,2,SKU-3245,Software,69,67.05,2025-06-18,4626.45
500109,3,SKU-8540,Services,162,59.92,2025-07-10,9707.04
500110,1,SKU-4432,Software,125,117.33,2024-09-15,14666.25
500110,2,SKU-6061,Consumables,188,81.27,2024-10-19,15278.759999999998
500111,1,SKU-8599,Consumables,218,54.59,2025-11-13,11900.62
500111,2,SKU-5167,Equipment,22,39.96,2025-11-24,879.12
500111,3,SKU-2858,Consumables,120,66.02,2025-11-19,7922.4
500112,1,SKU-8386,Software,68,86.25,2024-12-20,5865.0
500112,2,SKU-8476,Consumables,47,80.17,2024-11-24,3767.9900000000002
500113,1,SKU-4048,Software,137,109.68,2024-08-22,15026.160000000002
500113,2,SKU-1192,Equipment,44,74.7,2024-08-15,3286.8
500113,3,SKU-2068,Hardware,202,69.67,2024-08-28,14073.34
500114,1,SKU-2712,Software,113,90.61,2024-03-13,10238.93
500115,1,SKU-2413,Consumables,65,55.81,2025-03-27,3627.65
500115,2,SKU-9534,Equipment,172,51.23,2025-03-28,8811.56
500116,1,SKU-3048,Services,30,119.54,2025-06-11,3586.2000000000003
500116,2,SKU-8762,Hardware,143,30.26,2025-07-11,4327.18
500116,3,SKU-2535,Consumables,153,63.73,2025-07-07,9750.689999999999
500117,1,SKU-7559,Hardware,181,79.0,2025-12-22,14299.0
500117,2,SKU-4856,Hardware,32,42.3,2026-01-07,1353.6
500117,3,SKU-1768,Services,72,54.9,2026-01-24,3952.7999999999997
500118,1,SKU-8744,Hardware,226,72.03,2024-07-09,16278.78
500118,2,SKU-9011,Services,249,44.75,2024-07-02,11142.75
500118,3,SKU-3124,Software,35,52.82,2024-06-30,1848.7
500119,1,SKU-1168,Services,161,108.51,2025-01-22,17470.11
500120,1,SKU-5328,Consumables,24,70.58,2024-02-23,1693.92
500121,1,SKU-6510,Hardware,226,92.84,2024-01-16,20981.84
500121,2,SKU-1096,Services,234,96.67,2024-01-24,22620.78
500122,1,SKU-7903,Services,160,51.99,2024-10-31,8318.4
500122,2,SKU-1602,Services,202,23.61,2024-11-20,4769.22
500123,1,SKU-1812,Software,30,40.01,2024-01-27,1200.3
500124,1,SKU-5110,Consumables,194,44.39,2025-02-26,8611.66
500125,1,SKU-8805,Consumables,144,144.12,2024-12-04,20753.28
500125,2,SKU-2145,Software,13,35.66,2024-12-16,463.5799999999999
500125,3,SKU-7037,Hardware,149,75.12,2024-12-07,11192.880000000001
500125,4,SKU-7240,Equipment,178,79.95,2024-12-06,14231.1
500126,1,SKU-6264,Services,51,56.96,2025-07-05,2904.96
500126,2,SKU-3463,Hardware,154,91.18,2025-08-01,14041.720000000001
500126,3,SKU-6146,Consumables,10,117.46,2025-08-03,1174.6
500126,4,SKU-8655,Equipment,141,70.39,2025-08-09,9924.99
500127,1,SKU-3142,Consumables,78,41.71,2025-02-16,3253.38
500128,1,SKU-9184,Equipment,141,63.45,2024-06-23,8946.45
500129,1,SKU-3236,Consumables,96,19.44,2024-03-13,1866.2400000000002
500129,2,SKU-5063,Consumables,219,72.62,2024-03-11,15903.78
500130,1,SKU-1405,Services,23,52.31,2026-01-31,1203.13
500130,2,SKU-8232,Consumables,11,35.93,2026-01-13,395.23
500130,3,SKU-7193,Software,72,31.36,2026-01-13,2257.92
500131,1,SKU-2691,Equipment,63,82.57,2025-08-17,5201.91
500131,2,SKU-5203,Services,34,49.29,2025-08-25,1675.86
500131,3,SKU-9011,Consumables,224,37.26,2025-08-14,8346.24
500132,1,SKU-1291,Equipment,146,71.41,2024-04-30,10425.859999999999
500132,2,SKU-1518,Consumables,137,65.27,2024-04-26,8941.99
500132,3,SKU-7441,Equipment,123,81.76,2024-04-07,10056.480000000001
500132,4,SKU-4240,Consumables,5,104.51,2024-04-24,522.5500000000001
500133,1,SKU-9967,Services,164,48.52,2024-04-25,7957.280000000001
500134,1,SKU-2430,Software,96,49.71,2025-10-26,4772.16
500134,2,SKU-7241,Consumables,105,15.17,2025-10-12,1592.85
500134,3,SKU-9198,Services,157,63.65,2025-10-17,9993.05
500134,4,SKU-8400,Equipment,16,33.88,2025-10-13,542.08
500135,1,SKU-6649,Hardware,159,36.67,2025-06-01,5830.530000000001
500136,1,SKU-3695,Services,178,84.32,2025-06-11,15008.96
500137,1,SKU-8593,Consumables,185,112.34,2024-03-20,20782.9
500137,2,SKU-3357,Consumables,250,71.34,2024-04-10,17835.0
500138,1,SKU-1122,Consumables,226,84.41,2024-11-11,19076.66
500138,2,SKU-8216,Services,35,78.02,2024-10-09,2730.7
500139,1,SKU-3976,Consumables,160,62.62,2025-07-02,10019.199999999999
500140,1,SKU-1756,Equipment,238,85.17,2024-03-04,20270.46
500140,2,SKU-2726,Software,234,40.33,2024-03-08,9437.22
500140,3,SKU-7203,Services,24,131.05,2024-04-01,3145.2000000000003
500141,1,SKU-3838,Consumables,130,72.22,2024-06-11,9388.6
500141,2,SKU-9070,Software,206,83.62,2024-07-10,17225.72
500141,3,SKU-5901,Consumables,143,29.11,2024-06-26,4162.73
500142,1,SKU-7887,Consumables,122,68.53,2025-11-10,8360.66
500142,2,SKU-3626,Software,83,17.75,2025-11-08,1473.25
500143,1,SKU-7208,Consumables,80,38.13,2024-04-09,3050.4
500143,2,SKU-1972,Equipment,22,28.35,2024-03-27,623.7
500144,1,SKU-2405,Hardware,229,51.1,2026-01-04,11701.9
500144,2,SKU-6254,Software,29,65.53,2026-01-16,1900.3700000000001
500144,3,SKU-4407,Equipment,17,73.92,2026-01-12,1256.64
500145,1,SKU-6077,Software,23,22.23,2024-11-25,511.29
500145,2,SKU-9374,Services,79,50.95,2024-11-02,4025.05
500146,1,SKU-1365,Equipment,131,31.4,2025-07-31,4113.4
500146,2,SKU-1646,Equipment,177,19.2,2025-08-14,3398.4
500146,3,SKU-7055,Hardware,70,75.31,2025-08-24,5271.7
500146,4,SKU-5636,Software,45,13.48,2025-08-23,606.6
500147,1,SKU-5381,Software,211,37.35,2024-02-01,7880.85
500147,2,SKU-5170,Software,80,83.82,2024-02-28,6705.599999999999
500147,3,SKU-6924,Consumables,7,21.33,2024-02-20,149.31
500147,4,SKU-5366,Services,147,49.82,2024-01-29,7323.54
500148,1,SKU-8361,Services,116,103.06,2025-05-16,11954.960000000001
500148,2,SKU-2186,Consumables,22,75.85,2025-04-15,1668.6999999999998
500148,3,SKU-2010,Services,180,55.89,2025-04-21,10060.2
500148,4,SKU-1999,Software,132,94.45,2025-04-28,12467.4
500149,1,SKU-9428,Consumables,10,82.4,2024-04-14,824.0
500149,2,SKU-6886,Hardware,56,43.58,2024-03-30,2440.48
500149,3,SKU-9218,Services,79,72.55,2024-03-28,5731.45
500150,1,SKU-6960,Software,249,62.15,2024-10-31,15475.35
500151,1,SKU-5009,Services,223,44.43,2024-10-23,9907.89
500151,2,SKU-7967,Equipment,22,36.3,2024-11-02,798.5999999999999
500151,3,SKU-9632,Consumables,84,12.73,2024-11-27,1069.32
500152,1,SKU-4462,Consumables,234,63.44,2025-06-22,14844.96
500152,2,SKU-2217,Services,7,51.94,2025-06-23,363.58
500152,3,SKU-6961,Software,131,24.44,2025-05-23,3201.6400000000003
500153,1,SKU-4401,Services,8,61.62,2025-06-06,492.96
500153,2,SKU-9418,Services,20,94.74,2025-06-14,1894.8
500153,3,SKU-3139,Software,194,15.9,2025-06-27,3084.6
500153,4,SKU-6795,Software,199,82.08,2025-06-17,16333.92
500154,1,SKU-3922,Services,145,43.25,2024-06-29,6271.25
500154,2,SKU-6331,Hardware,227,67.21,2024-06-21,15256.669999999998
500155,1,SKU-8887,Consumables,224,28.72,2024-05-22,6433.28
500155,2,SKU-2010,Hardware,142,54.2,2024-05-13,7696.400000000001
500155,3,SKU-3871,Hardware,123,34.35,2024-05-30,4225.05
500155,4,SKU-2133,Consumables,96,158.28,2024-06-03,15194.880000000001
500156,1,SKU-8539,Services,166,79.39,2025-03-18,13178.74
500156,2,SKU-9608,Consumables,214,44.17,2025-03-25,9452.380000000001
500157,1,SKU-9676,Software,41,25.73,2024-11-12,1054.93
500157,2,SKU-8079,Equipment,134,80.75,2024-11-04,10820.5
500157,3,SKU-3253,Equipment,16,27.92,2024-11-02,446.72
500157,4,SKU-3393,Services,224,111.69,2024-11-01,25018.559999999998
500158,1,SKU-8586,Hardware,133,19.71,2025-03-08,2621.4300000000003
500158,2,SKU-7592,Consumables,116,58.26,2025-03-08,6758.16
500158,3,SKU-2003,Consumables,210,57.08,2025-03-15,11986.8
500159,1,SKU-6755,Services,185,50.46,2024-10-23,9335.1
500159,2,SKU-6684,Hardware,54,71.01,2024-11-06,3834.5400000000004
500160,1,SKU-4519,Equipment,51,60.1,2025-12-04,3065.1
500160,2,SKU-2972,Services,86,153.23,2025-12-19,13177.779999999999
500160,3,SKU-6410,Equipment,76,63.46,2025-12-16,4822.96
500161,1,SKU-6800,Services,62,50.56,2025-04-27,3134.7200000000003
500161,2,SKU-2407,Equipment,188,36.65,2025-04-25,6890.2
